,maxO3,T6,T9,T12,T15,T18,Ne6,Ne9,Ne12,Ne15,Ne18,Vdir6,Vvit6,Vdir9,Vvit9,Vdir12,Vvit12,Vdir15,Vvit15,Vdir18,Vvit18,Vx,maxO3v,maxO3l
1069,68.0,14.9,18.0,20.5,20.4,18.4,2.0,6.0,5.0,4.0,6.0,260.0,4.0,290.0,6.0,340.0,6.0,340.0,5.0,320.0,5.0,-2.0521,79.0,79.0
1070,79.0,12.1,15.1,18.7,20.7,18.9,7.0,7.0,7.0,3.0,1.0,270.0,2.0,320.0,3.0,10.0,3.0,20.0,3.0,10.0,5.0,0.5209,68.0,79.0
1071,79.0,6.9,15.1,19.8,21.2,19.1,1.0,1.0,5.0,3.0,5.0,330.0,1.0,30.0,2.0,120.0,2.0,360.0,1.0,20.0,2.0,1.7321,79.0,102.0
1072,102.0,9.0,17.9,21.9,23.0,19.9,3.0,7.0,8.0,7.0,8.0,0.0,0.0,210.0,3.0,210.0,4.0,260.0,4.0,240.0,4.0,-2.0,79.0,64.0
1073,64.0,16.8,19.0,21.4,21.5,19.7,7.0,7.0,7.0,8.0,8.0,210.0,5.0,230.0,6.0,240.0,6.0,270.0,5.0,260.0,4.0,-5.1962,102.0,74.0
1074,74.0,11.1,16.6,20.5,21.8,21.9,3.0,7.0,5.0,7.0,6.0,230.0,1.0,290.0,2.0,270.0,2.0,340.0,1.0,0.0,0.0,-2.0,64.0,53.0
1075,53.0,14.5,20.7,23.3,24.1,23.0,2.0,4.0,5.0,6.0,4.0,170.0,1.0,230.0,2.0,290.0,2.0,350.0,2.0,30.0,3.0,-1.8794,74.0,83.0
1076,83.0,15.8,22.2,25.9,27.8,25.4,3.0,1.0,1.0,1.0,0.0,30.0,1.0,90.0,3.0,70.0,3.0,80.0,3.0,50.0,4.0,2.8191,53.0,95.0
1077,95.0,16.3,22.4,28.5,30.5,28.7,1.0,0.0,0.0,0.0,0.0,100.0,1.0,90.0,3.0,110.0,4.0,140.0,3.0,90.0,2.0,3.7588,83.0,123.0
1078,123.0,17.5,22.6,30.6,31.8,25.6,6.0,6.0,4.0,3.0,7.0,120.0,2.0,120.0,3.0,170.0,5.0,220.0,3.0,270.0,4.0,0.8682,95.0,85.0
1079,85.0,17.0,16.9,18.6,20.6,18.5,8.0,8.0,7.0,3.0,5.0,330.0,4.0,330.0,3.0,320.0,4.0,330.0,3.0,360.0,3.0,-2.5712,123.0,64.0
1080,64.0,11.2,15.0,18.9,20.4,19.0,6.0,8.0,7.0,7.0,7.0,0.0,0.0,260.0,1.0,280.0,1.0,330.0,2.0,260.0,1.0,-0.9848,85.0,70.0
1081,70.0,13.6,18.9,23.1,23.5,21.8,1.0,1.0,4.0,7.0,5.0,230.0,1.0,240.0,1.0,230.0,3.0,260.0,3.0,220.0,2.0,-2.2981,64.0,68.0
1082,68.0,15.5,18.5,22.5,18.6,17.1,9.0,6.0,7.0,6.0,5.0,210.0,3.0,200.0,5.0,210.0,8.0,300.0,6.0,300.0,4.0,-4.0,70.0,69.0
1083,69.0,12.4,17.1,20.9,21.2,17.9,6.0,3.0,5.0,4.0,4.0,260.0,3.0,290.0,4.0,300.0,4.0,340.0,5.0,10.0,4.0,-3.4641,68.0,68.0
1084,68.0,9.3,15.5,18.7,20.2,18.3,3.0,6.0,7.0,6.0,6.0,230.0,1.0,320.0,3.0,290.0,3.0,300.0,1.0,270.0,1.0,-2.8191,69.0,66.0
1085,66.0,13.3,16.0,19.3,19.7,18.8,7.0,7.0,7.0,8.0,8.0,190.0,4.0,190.0,5.0,200.0,9.0,230.0,9.0,200.0,5.0,-3.0782,68.0,55.0
1086,55.0,13.5,14.0,13.8,15.3,14.6,8.0,8.0,8.0,8.0,7.0,100.0,2.0,210.0,1.0,200.0,3.0,210.0,3.0,210.0,3.0,-1.0261,66.0,61.0
1087,61.0,9.8,14.7,15.4,18.2,15.2,1.0,4.0,6.0,5.0,4.0,180.0,3.0,200.0,4.0,240.0,3.0,270.0,5.0,240.0,2.0,-2.5981,55.0,61.0
1088,61.0,12.2,14.6,17.3,20.9,18.7,7.0,8.0,7.0,4.0,1.0,170.0,5.0,170.0,8.0,210.0,7.0,210.0,7.0,210.0,3.0,-3.5,61.0,64.0
1089,64.0,17.7,20.3,23.4,24.0,22.1,8.0,5.0,6.0,5.0,3.0,180.0,5.0,210.0,5.0,220.0,7.0,240.0,4.0,160.0,2.0,-4.4995,61.0,98.0
1090,98.0,15.0,19.6,24.9,26.9,24.1,2.0,1.0,1.0,1.0,3.0,120.0,2.0,130.0,5.0,140.0,5.0,150.0,6.0,120.0,4.0,3.2139,64.0,73.0
1091,73.0,15.5,13.4,18.6,18.5,16.7,7.0,7.0,5.0,3.0,1.0,260.0,2.0,230.0,2.0,230.0,4.0,190.0,5.0,240.0,3.0,-3.0642,98.0,72.0
1092,72.0,12.4,15.7,20.4,22.8,19.5,6.0,7.0,6.0,6.0,2.0,140.0,2.0,170.0,2.0,190.0,6.0,210.0,5.0,200.0,2.0,-1.0419,73.0,72.0
1093,72.0,12.2,18.2,21.7,22.0,18.5,5.0,5.0,6.0,4.0,4.0,160.0,1.0,170.0,4.0,220.0,7.0,240.0,5.0,220.0,2.0,-4.4995,72.0,51.0
1094,51.0,10.9,15.4,19.2,18.0,16.4,1.0,6.0,7.0,8.0,8.0,160.0,3.0,190.0,4.0,220.0,7.0,210.0,8.0,200.0,7.0,-4.4995,72.0,67.0
1095,67.0,15.2,15.5,17.2,17.6,15.5,8.0,8.0,7.0,7.0,7.0,200.0,3.0,200.0,3.0,240.0,5.0,180.0,5.0,180.0,5.0,-4.3301,51.0,72.0
1098,80.0,7.1,11.5,15.8,18.8,17.6,5.0,7.0,6.0,5.0,4.0,130.0,1.0,160.0,2.0,130.0,4.0,150.0,4.0,130.0,3.0,3.0642,83.0,80.0
1099,80.0,9.5,14.8,17.8,18.4,11.5,1.0,6.0,6.0,7.0,8.0,110.0,3.0,190.0,4.0,190.0,5.0,210.0,5.0,230.0,5.0,-0.8682,80.0,86.0
1100,86.0,7.7,11.7,14.7,12.8,12.4,1.0,4.0,7.0,7.0,7.0,220.0,3.0,260.0,4.0,200.0,7.0,200.0,5.0,200.0,8.0,-2.3941,80.0,87.0
1101,87.0,7.9,10.1,10.7,11.6,8.8,4.0,4.0,5.0,6.0,3.0,270.0,5.0,270.0,7.0,300.0,8.0,290.0,5.0,310.0,3.0,-6.9282,86.0,74.0
1102,74.0,6.5,8.6,11.3,11.0,13.4,7.0,8.0,8.0,8.0,6.0,190.0,4.0,200.0,4.0,210.0,9.0,210.0,8.0,260.0,5.0,-4.5,87.0,78.0
1103,78.0,11.2,12.4,13.1,14.1,12.4,7.0,8.0,8.0,7.0,6.0,210.0,5.0,200.0,6.0,230.0,6.0,240.0,7.0,260.0,7.0,-4.5963,74.0,84.0
1104,84.0,6.1,9.1,12.4,12.6,10.9,4.0,7.0,7.0,6.0,6.0,220.0,4.0,200.0,7.0,260.0,7.0,330.0,12.0,330.0,9.0,-6.8937,78.0,88.0
1105,88.0,8.4,10.5,12.7,12.8,13.1,6.0,3.0,7.0,8.0,7.0,340.0,6.0,350.0,6.0,320.0,5.0,270.0,1.0,260.0,5.0,-3.2139,84.0,74.0
1106,74.0,11.3,12.5,14.4,14.8,14.2,8.0,8.0,7.0,7.0,7.0,230.0,3.0,240.0,5.0,270.0,4.0,290.0,5.0,310.0,3.0,-4.0,88.0,88.0
1107,88.0,9.8,11.0,10.2,12.0,11.0,7.0,7.0,7.0,7.0,7.0,290.0,5.0,290.0,6.0,320.0,9.0,340.0,8.0,330.0,9.0,-5.7851,74.0,89.0
1108,89.0,9.2,9.8,12.8,13.3,11.0,7.0,8.0,4.0,3.0,6.0,350.0,4.0,330.0,4.0,350.0,7.0,360.0,6.0,20.0,6.0,-1.2155,88.0,81.0
1109,81.0,3.1,9.0,11.8,12.6,11.1,5.0,7.0,7.0,8.0,8.0,280.0,1.0,310.0,1.0,350.0,2.0,50.0,2.0,360.0,4.0,-0.3473,89.0,81.0
1110,81.0,8.2,10.1,11.5,11.5,10.7,8.0,8.0,7.0,7.0,4.0,20.0,2.0,80.0,3.0,20.0,3.0,30.0,5.0,20.0,4.0,1.0261,81.0,99.0
1111,99.0,1.4,7.7,10.4,12.5,12.3,1.0,3.0,6.0,6.0,7.0,180.0,1.0,90.0,2.0,50.0,1.0,260.0,2.0,310.0,3.0,0.766,81.0,77.0
1112,77.0,9.3,11.9,13.8,12.0,11.2,8.0,7.0,7.0,8.0,7.0,270.0,5.0,290.0,7.0,290.0,5.0,310.0,6.0,330.0,5.0,-4.6985,99.0,75.0
1113,75.0,5.9,10.3,12.0,12.1,11.6,3.0,5.0,5.0,6.0,4.0,320.0,3.0,20.0,4.0,360.0,5.0,20.0,5.0,30.0,5.0,0.0,77.0,88.0
1114,88.0,2.1,9.9,11.5,12.4,12.0,2.0,1.0,4.0,5.0,6.0,300.0,1.0,160.0,1.0,340.0,3.0,310.0,4.0,340.0,4.0,-1.0261,75.0,89.0
1115,89.0,8.1,10.0,10.1,10.3,8.0,8.0,8.0,7.0,7.0,1.0,260.0,4.0,350.0,6.0,360.0,6.0,360.0,7.0,350.0,5.0,0.0,88.0,91.0
1116,91.0,1.8,6.6,8.1,8.8,8.2,7.0,7.0,6.0,7.0,3.0,70.0,1.0,340.0,3.0,330.0,5.0,20.0,4.0,360.0,7.0,-2.5,89.0,88.0
1117,88.0,2.6,6.0,7.7,9.6,8.3,3.0,2.0,6.0,7.0,6.0,310.0,1.0,20.0,2.0,360.0,7.0,350.0,8.0,350.0,7.0,0.0,91.0,94.0
1118,94.0,2.3,7.8,10.3,10.4,9.3,1.0,6.0,4.0,5.0,7.0,320.0,1.0,360.0,7.0,10.0,6.0,360.0,5.0,340.0,4.0,1.0419,88.0,84.0
1119,84.0,5.7,8.7,9.8,8.7,7.1,8.0,7.0,8.0,8.0,8.0,170.0,2.0,180.0,5.0,170.0,7.0,160.0,5.0,130.0,6.0,1.2155,94.0,93.0
1120,93.0,5.6,8.3,12.9,14.2,12.9,6.0,6.0,6.0,5.0,7.0,350.0,1.0,320.0,2.0,310.0,4.0,240.0,3.0,200.0,4.0,-3.0642,84.0,95.0
1121,95.0,8.8,13.3,15.0,16.6,14.2,8.0,7.0,7.0,5.0,2.0,160.0,6.0,230.0,7.0,220.0,9.0,240.0,8.0,240.0,4.0,-5.7851,93.0,84.0
1122,84.0,7.9,10.3,14.3,9.9,12.0,5.0,7.0,6.0,7.0,7.0,180.0,4.0,230.0,7.0,250.0,9.0,270.0,4.0,240.0,7.0,-8.4572,95.0,82.0
1123,82.0,7.8,12.8,13.0,11.3,10.8,2.0,6.0,8.0,8.0,8.0,230.0,3.0,240.0,5.0,210.0,5.0,210.0,6.0,210.0,6.0,-2.5,84.0,87.0
1124,87.0,10.6,12.8,14.8,16.3,14.0,8.0,7.0,7.0,6.0,7.0,180.0,4.0,230.0,4.0,220.0,4.0,290.0,4.0,350.0,5.0,-2.5712,82.0,93.0
1125,93.0,11.3,10.9,12.8,16.0,14.0,8.0,8.0,6.0,5.0,6.0,240.0,4.0,240.0,3.0,240.0,5.0,250.0,5.0,240.0,5.0,-4.3301,87.0,90.0
1126,90.0,8.5,11.8,10.6,12.7,9.4,6.0,7.0,7.0,7.0,7.0,190.0,4.0,210.0,5.0,240.0,5.0,220.0,7.0,250.0,4.0,-4.3301,93.0,83.0
1128,91.0,9.4,10.4,10.7,12.8,13.4,8.0,8.0,7.0,7.0,5.0,50.0,7.0,100.0,5.0,100.0,8.0,160.0,8.0,150.0,5.0,7.8785,83.0,67.0
1129,67.0,8.5,12.0,13.4,14.9,13.8,8.0,7.0,8.0,6.0,7.0,40.0,3.0,30.0,5.0,10.0,4.0,20.0,7.0,360.0,5.0,0.6946,91.0,62.0
1130,62.0,9.7,10.0,10.8,10.2,8.5,8.0,8.0,8.0,8.0,8.0,330.0,2.0,330.0,3.0,360.0,3.0,320.0,2.0,340.0,3.0,0.0,67.0,80.0
1131,80.0,8.7,8.7,9.7,10.4,9.8,8.0,8.0,8.0,8.0,8.0,30.0,5.0,20.0,4.0,30.0,7.0,40.0,8.0,20.0,5.0,3.5,62.0,88.0
1132,88.0,6.9,9.6,12.1,12.8,11.3,1.0,2.0,2.0,2.0,3.0,10.0,6.0,10.0,9.0,30.0,9.0,20.0,9.0,30.0,8.0,4.5,80.0,83.0
1133,83.0,5.8,8.4,9.8,11.0,10.8,7.0,7.0,7.0,7.0,7.0,10.0,4.0,30.0,5.0,30.0,7.0,30.0,7.0,20.0,5.0,3.5,88.0,75.0
1134,75.0,7.7,11.1,14.7,15.1,13.4,8.0,7.0,6.0,3.0,2.0,10.0,3.0,40.0,5.0,20.0,5.0,10.0,7.0,10.0,6.0,1.7101,83.0,94.0
1135,94.0,8.5,10.8,15.1,17.6,16.4,8.0,8.0,3.0,7.0,1.0,10.0,5.0,10.0,5.0,360.0,5.0,40.0,4.0,20.0,6.0,0.0,75.0,61.0
1136,61.0,10.0,10.9,15.9,16.8,17.6,8.0,8.0,7.0,6.0,3.0,20.0,3.0,350.0,2.0,40.0,3.0,20.0,4.0,350.0,3.0,1.9284,94.0,63.0
1137,63.0,10.4,12.5,17.3,19.9,18.8,6.0,7.0,8.0,8.0,8.0,310.0,1.0,10.0,1.0,40.0,1.0,350.0,1.0,100.0,3.0,0.6428,61.0,110.0
1138,110.0,11.5,14.3,22.0,24.1,22.3,9.0,5.0,5.0,4.0,6.0,0.0,0.0,180.0,1.0,240.0,2.0,180.0,2.0,30.0,4.0,-1.7321,63.0,139.0
1139,139.0,11.2,21.9,26.0,26.8,25.9,0.0,0.0,1.0,2.0,0.0,330.0,1.0,100.0,2.0,120.0,5.0,110.0,5.0,100.0,4.0,4.3301,110.0,94.0
1140,94.0,15.6,15.6,16.8,17.6,17.8,8.0,7.0,7.0,6.0,6.0,160.0,1.0,260.0,6.0,250.0,5.0,240.0,5.0,270.0,3.0,-4.6985,139.0,94.0
1141,94.0,8.8,15.8,19.6,19.2,19.1,6.0,6.0,5.0,7.0,7.0,210.0,1.0,120.0,3.0,170.0,3.0,170.0,3.0,170.0,3.0,0.5209,94.0,88.0
1142,88.0,9.9,14.8,14.9,17.7,14.9,5.0,7.0,7.0,5.0,7.0,110.0,1.0,220.0,3.0,210.0,4.0,220.0,9.0,230.0,5.0,-2.0,94.0,96.0
1143,96.0,13.2,13.2,15.7,17.3,15.7,6.0,7.0,7.0,5.0,7.0,220.0,7.0,230.0,5.0,230.0,6.0,210.0,9.0,230.0,7.0,-4.5963,88.0,84.0
1144,84.0,9.1,12.7,13.7,14.1,13.1,1.0,7.0,6.0,7.0,5.0,250.0,4.0,260.0,5.0,260.0,4.0,270.0,6.0,260.0,4.0,-3.9392,96.0,80.0
1145,80.0,8.9,13.7,16.1,16.7,14.9,3.0,5.0,2.0,1.0,0.0,270.0,3.0,320.0,6.0,340.0,6.0,350.0,6.0,360.0,5.0,-2.0521,84.0,88.0
1146,88.0,6.8,13.9,16.2,16.7,15.9,0.0,4.0,6.0,7.0,1.0,300.0,1.0,20.0,2.0,350.0,2.0,360.0,5.0,10.0,5.0,-0.3473,80.0,101.0
1147,101.0,10.3,16.8,19.9,21.3,20.0,5.0,3.0,3.0,3.0,2.0,20.0,2.0,60.0,3.0,70.0,6.0,20.0,6.0,50.0,6.0,5.6382,88.0,117.0
1148,117.0,10.6,16.8,22.1,23.4,22.3,0.0,0.0,0.0,1.0,1.0,40.0,2.0,20.0,4.0,70.0,6.0,50.0,6.0,30.0,6.0,5.6382,101.0,109.0
1149,109.0,10.9,17.5,22.5,25.2,24.2,1.0,2.0,2.0,3.0,5.0,360.0,2.0,360.0,2.0,40.0,5.0,60.0,5.0,40.0,5.0,3.2139,117.0,122.0
1150,122.0,14.9,20.2,22.8,24.2,22.5,5.0,3.0,1.0,3.0,1.0,360.0,2.0,40.0,2.0,50.0,3.0,350.0,4.0,350.0,6.0,2.2981,109.0,143.0
1151,143.0,12.4,19.4,24.6,25.2,23.7,1.0,1.0,3.0,5.0,3.0,320.0,2.0,210.0,1.0,80.0,1.0,20.0,2.0,10.0,2.0,0.9848,122.0,130.0
1152,130.0,13.3,17.8,21.4,21.5,19.4,8.0,3.0,6.0,7.0,7.0,230.0,4.0,250.0,3.0,200.0,4.0,220.0,3.0,230.0,4.0,-1.3681,143.0,110.0
1153,110.0,13.3,16.9,20.3,20.5,19.3,7.0,7.0,7.0,7.0,7.0,300.0,2.0,210.0,2.0,270.0,3.0,270.0,3.0,270.0,2.0,-3.0,130.0,80.0
1154,80.0,13.2,16.1,20.2,23.6,24.2,9.0,7.0,6.0,5.0,3.0,0.0,0.0,290.0,2.0,290.0,2.0,270.0,2.0,250.0,1.0,-1.8794,110.0,106.0
1155,106.0,14.2,21.9,26.9,28.9,29.3,5.0,6.0,5.0,3.0,1.0,0.0,0.0,240.0,2.0,280.0,2.0,320.0,2.0,310.0,2.0,-1.9696,80.0,61.0
1156,61.0,13.2,15.3,21.4,25.7,22.9,8.0,8.0,4.0,3.0,4.0,10.0,3.0,350.0,3.0,20.0,3.0,350.0,2.0,20.0,5.0,1.0261,106.0,80.0
1157,80.0,14.5,21.6,25.0,23.7,20.0,5.0,3.0,3.0,3.0,1.0,360.0,2.0,20.0,2.0,360.0,4.0,350.0,5.0,350.0,6.0,0.0,61.0,84.0
1158,84.0,13.3,16.5,19.1,18.3,16.4,3.0,6.0,4.0,2.0,1.0,340.0,3.0,320.0,5.0,350.0,7.0,350.0,7.0,360.0,6.0,-1.2155,80.0,87.0
1159,87.0,10.1,15.6,18.5,18.4,17.9,1.0,4.0,4.0,8.0,5.0,300.0,2.0,10.0,4.0,340.0,5.0,350.0,4.0,340.0,5.0,-1.7101,84.0,82.0
1160,82.0,12.8,17.0,18.4,17.7,15.8,6.0,5.0,5.0,7.0,7.0,250.0,3.0,300.0,5.0,330.0,8.0,330.0,6.0,360.0,4.0,-4.0,87.0,92.0
1161,92.0,11.3,15.3,17.6,19.5,18.3,1.0,2.0,5.0,4.0,1.0,60.0,2.0,80.0,3.0,70.0,2.0,10.0,3.0,30.0,3.0,1.8794,82.0,114.0
1162,114.0,9.3,16.2,19.7,22.5,22.5,1.0,1.0,1.0,0.0,1.0,50.0,2.0,80.0,1.0,10.0,2.0,350.0,1.0,20.0,1.0,0.3473,92.0,94.0
1163,94.0,12.0,17.4,20.5,20.4,18.7,6.0,8.0,8.0,7.0,7.0,110.0,1.0,210.0,1.0,260.0,3.0,240.0,5.0,240.0,5.0,-2.9544,114.0,80.0
1164,80.0,13.1,17.7,19.8,18.3,16.7,7.0,6.0,6.0,7.0,8.0,240.0,3.0,290.0,6.0,270.0,5.0,270.0,6.0,260.0,6.0,-5.0,94.0,79.0
1165,79.0,13.4,16.8,15.6,14.9,14.4,7.0,7.0,8.0,8.0,8.0,240.0,3.0,240.0,5.0,250.0,2.0,250.0,4.0,250.0,3.0,-1.8794,80.0,70.0
1168,79.0,9.3,14.9,17.5,18.9,16.8,6.0,5.0,5.0,4.0,2.0,300.0,2.0,360.0,4.0,350.0,6.0,350.0,8.0,340.0,8.0,-1.0419,99.0,101.0
1169,101.0,9.1,16.1,19.6,21.4,19.9,0.0,2.0,4.0,4.0,5.0,0.0,0.0,310.0,1.0,340.0,3.0,310.0,3.0,10.0,4.0,-1.0261,79.0,106.0
1170,106.0,10.1,18.3,21.9,22.9,21.7,7.0,5.0,6.0,8.0,7.0,300.0,1.0,140.0,2.0,230.0,3.0,260.0,4.0,280.0,2.0,-2.2981,101.0,101.0
1171,101.0,12.5,17.3,19.3,20.2,19.1,1.0,7.0,7.0,3.0,1.0,280.0,2.0,330.0,3.0,330.0,3.0,350.0,5.0,360.0,5.0,-1.5,106.0,90.0
1172,90.0,12.5,17.6,20.3,17.4,16.1,6.0,7.0,6.0,8.0,8.0,110.0,1.0,170.0,4.0,190.0,6.0,190.0,4.0,180.0,6.0,-1.0419,101.0,72.0
1173,72.0,14.3,18.3,19.6,19.4,18.6,6.0,7.0,5.0,6.0,6.0,190.0,5.0,190.0,5.0,200.0,8.0,230.0,9.0,200.0,7.0,-2.7362,90.0,70.0
1174,70.0,14.7,17.1,18.2,18.0,15.8,8.0,7.0,7.0,7.0,7.0,200.0,4.0,240.0,5.0,260.0,8.0,240.0,6.0,280.0,4.0,-7.8785,72.0,83.0
1175,83.0,13.4,15.4,17.4,16.6,15.9,7.0,8.0,7.0,7.0,6.0,270.0,4.0,300.0,5.0,340.0,6.0,330.0,6.0,330.0,7.0,-2.0521,70.0,88.0
1176,88.0,10.7,15.9,19.1,21.5,19.9,1.0,6.0,5.0,4.0,3.0,300.0,2.0,10.0,3.0,260.0,3.0,340.0,3.0,360.0,5.0,-2.9544,83.0,121.0
1178,145.0,15.0,21.0,24.6,26.9,26.7,0.0,0.0,1.0,1.0,0.0,90.0,1.0,200.0,1.0,310.0,2.0,340.0,2.0,310.0,2.0,-1.5321,121.0,81.0
1179,81.0,13.4,16.2,22.4,23.4,22.8,8.0,8.0,3.0,1.0,0.0,10.0,3.0,360.0,2.0,10.0,2.0,320.0,4.0,10.0,5.0,0.3473,145.0,121.0
1180,121.0,12.9,19.7,24.2,26.9,26.9,2.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,2.0,60.0,2.0,90.0,2.0,330.0,3.0,1.7321,81.0,146.0
1181,146.0,16.5,23.6,28.6,28.4,22.5,3.0,1.0,1.0,2.0,0.0,110.0,2.0,150.0,2.0,220.0,3.0,350.0,7.0,10.0,6.0,-1.9284,121.0,121.0
1182,121.0,15.3,20.4,25.2,27.7,25.0,6.0,1.0,0.0,0.0,0.0,350.0,4.0,360.0,4.0,350.0,3.0,20.0,3.0,360.0,6.0,-0.5209,146.0,146.0
1183,146.0,17.3,27.0,32.7,33.7,32.6,0.0,0.0,0.0,0.0,2.0,20.0,2.0,100.0,3.0,110.0,7.0,120.0,5.0,110.0,5.0,6.5778,121.0,108.0
1184,108.0,20.7,24.0,23.5,25.1,20.8,0.0,4.0,4.0,0.0,6.0,190.0,1.0,220.0,4.0,220.0,6.0,250.0,5.0,240.0,5.0,-3.8567,146.0,83.0
1185,83.0,16.2,19.7,22.9,24.8,22.5,6.0,7.0,6.0,6.0,7.0,220.0,2.0,240.0,3.0,260.0,4.0,260.0,5.0,250.0,4.0,-3.9392,108.0,57.0
1186,57.0,14.3,20.1,22.4,22.8,22.3,5.0,7.0,6.0,7.0,1.0,200.0,3.0,250.0,6.0,230.0,5.0,230.0,6.0,230.0,5.0,-3.8302,83.0,81.0
1187,81.0,14.6,19.6,25.1,27.2,24.6,7.0,3.0,4.0,4.0,6.0,0.0,0.0,220.0,3.0,220.0,4.0,240.0,5.0,240.0,4.0,-2.5712,57.0,67.0
1188,67.0,16.8,19.5,23.4,23.7,22.2,8.0,5.0,5.0,4.0,3.0,210.0,2.0,310.0,2.0,310.0,4.0,350.0,5.0,350.0,6.0,-3.0642,81.0,70.0
1189,70.0,14.1,18.8,22.7,24.9,23.4,7.0,5.0,2.0,1.0,0.0,290.0,1.0,20.0,2.0,360.0,4.0,20.0,4.0,10.0,4.0,0.0,67.0,106.0
1190,106.0,16.8,24.1,28.4,30.1,30.0,0.0,0.0,0.0,1.0,1.0,30.0,2.0,110.0,3.0,100.0,4.0,60.0,4.0,100.0,4.0,3.9392,70.0,139.0
1191,139.0,20.4,26.6,30.1,31.9,29.1,0.0,0.0,1.0,4.0,5.0,90.0,2.0,110.0,2.0,150.0,4.0,160.0,4.0,240.0,6.0,2.0,106.0,79.0
1192,79.0,17.7,19.5,18.8,17.8,17.0,7.0,8.0,8.0,8.0,7.0,240.0,3.0,170.0,4.0,240.0,1.0,200.0,3.0,240.0,1.0,-0.866,139.0,93.0
1193,93.0,16.0,16.8,18.2,22.0,24.0,7.0,8.0,8.0,6.0,3.0,300.0,1.0,0.0,0.0,180.0,1.0,140.0,2.0,300.0,2.0,0.0,79.0,97.0
1194,97.0,16.0,20.8,23.7,25.0,22.0,6.0,2.0,3.0,4.0,5.0,360.0,3.0,360.0,4.0,20.0,5.0,340.0,8.0,350.0,7.0,1.7101,93.0,113.0
1195,113.0,15.5,17.5,18.2,22.7,21.8,8.0,8.0,8.0,5.0,7.0,230.0,2.0,250.0,4.0,280.0,4.0,250.0,5.0,240.0,5.0,-3.9392,97.0,72.0
1196,72.0,14.1,18.1,21.2,23.9,22.1,7.0,7.0,6.0,4.0,3.0,210.0,2.0,300.0,3.0,260.0,4.0,250.0,4.0,270.0,5.0,-3.9392,113.0,88.0
1197,88.0,12.4,19.2,22.0,25.2,23.3,3.0,4.0,7.0,4.0,4.0,210.0,1.0,280.0,2.0,230.0,4.0,270.0,4.0,230.0,6.0,-3.0642,72.0,77.0
1198,77.0,17.6,19.4,20.7,22.5,19.5,8.0,7.0,8.0,7.0,8.0,210.0,5.0,250.0,7.0,250.0,6.0,270.0,9.0,240.0,6.0,-5.6382,88.0,71.0
1199,71.0,14.0,19.2,21.0,22.4,21.4,1.0,6.0,4.0,6.0,5.0,250.0,4.0,280.0,8.0,260.0,7.0,260.0,7.0,250.0,6.0,-6.8937,77.0,56.0
1200,56.0,13.2,13.8,17.3,18.5,19.6,8.0,8.0,8.0,6.0,6.0,190.0,4.0,150.0,3.0,310.0,5.0,340.0,6.0,330.0,3.0,-3.8302,71.0,45.0
1201,45.0,13.5,14.3,14.5,15.2,15.1,7.0,8.0,8.0,8.0,8.0,180.0,2.0,160.0,2.0,90.0,4.0,80.0,3.0,0.0,0.0,4.0,56.0,67.0
1202,67.0,12.3,15.6,18.6,20.3,18.5,8.0,5.0,7.0,5.0,6.0,360.0,3.0,320.0,5.0,290.0,4.0,270.0,4.0,10.0,5.0,-3.7588,45.0,67.0
1203,67.0,10.9,16.9,19.1,19.5,14.4,1.0,5.0,5.0,6.0,7.0,290.0,2.0,310.0,3.0,290.0,4.0,360.0,5.0,290.0,3.0,-3.7588,67.0,84.0
1204,84.0,13.7,17.4,20.4,21.4,20.4,4.0,3.0,4.0,6.0,6.0,320.0,1.0,360.0,1.0,170.0,2.0,240.0,3.0,230.0,4.0,0.3473,67.0,63.0
1205,63.0,13.4,15.1,20.5,20.6,16.8,8.0,8.0,6.0,6.0,6.0,160.0,7.0,150.0,4.0,230.0,7.0,230.0,8.0,240.0,6.0,-5.3623,84.0,69.0
1206,69.0,14.9,15.1,15.6,15.9,15.7,8.0,8.0,8.0,8.0,8.0,230.0,8.0,230.0,6.0,230.0,5.0,240.0,5.0,240.0,4.0,-3.8302,63.0,92.0
1207,92.0,14.5,16.7,19.1,19.3,18.4,6.0,7.0,6.0,4.0,2.0,330.0,5.0,340.0,6.0,320.0,7.0,340.0,8.0,330.0,7.0,-4.4995,69.0,88.0
1208,88.0,13.1,16.9,20.3,20.7,17.9,6.0,6.0,6.0,5.0,7.0,280.0,3.0,290.0,3.0,240.0,4.0,210.0,6.0,230.0,6.0,-3.4641,92.0,66.0
1209,66.0,16.8,18.0,21.6,23.3,22.0,8.0,8.0,6.0,5.0,5.0,200.0,5.0,210.0,6.0,210.0,7.0,220.0,5.0,220.0,4.0,-3.5,88.0,72.0
1210,72.0,14.8,18.6,21.9,23.6,21.5,7.0,4.0,7.0,6.0,6.0,160.0,1.0,120.0,1.0,260.0,2.0,340.0,3.0,360.0,5.0,-1.9696,66.0,81.0
1211,81.0,15.5,18.8,22.5,23.9,20.6,7.0,6.0,3.0,2.0,3.0,10.0,3.0,10.0,3.0,330.0,2.0,330.0,4.0,10.0,6.0,-1.0,72.0,83.0
1212,83.0,13.2,19.0,22.5,24.1,22.3,1.0,2.0,4.0,6.0,4.0,10.0,2.0,360.0,3.0,340.0,3.0,10.0,3.0,10.0,5.0,-1.0261,81.0,149.0
